koi_period,koi_depth,koi_prad,koi_insol,koi_duration,koi_impact,koi_model_snr,koi_teq,koi_steff,koi_slogg,koi_srad
-0.16291394623293412,-0.8978633104335432,-0.4439084122378702,0.7513591029556955,0.057562345357105506,0.014123498106787629,-0.33190785601499123,0.4193298587456249,1.0348712434698015,-1.269405730777818,0.11205876408737835
-0.14331814069836385,2.2964404685509203,1.9255383006332008,0.7965218300163397,-0.04891454655258177,-0.07798694448378034,5.102259885625586,0.4704015109339763,3.0430932679492018,-0.4204658736297765,0.031151745813380424
-0.9881404445803167,-0.03762863239755437,0.5124017740274689,-0.23205134150809384,-0.1680916568323658,0.1743609095567945,-0.25568990844384015,-0.38533239462195634,-2.4554010960184134,1.0728216867275806,-0.19479207847505164
-1.2803393453318066,0.31149552031045663,1.0678803076531422,1.3423289032919032,-0.4935308710812655,0.18617885313445232,-0.16480143863342997,1.2092380792587936,0.11657633146518505,0.19801385609303435,-0.1281535459819332
-0.8962680132711802,-0.5240286718678782,-0.44771192743181815,1.0641251001251864,-0.3935438218105764,0.08885461190668238,-0.2595867659136433,0.8017997873561677,1.2791652514382874,0.04045438122068283,-0.07405873725222532
1.3801913048032648,-0.2684552616600423,-0.47294468485132096,-0.002182809281260648,0.5298614197071615,-0.052613124449397475,-0.3206757374255584,-0.2411968428903868,0.06897031965594162,0.2826726784125056,-0.11231709473062744
0.5405109850933809,0.21420002517278033,-0.6317265808058178,-1.5988840117259584,-0.4582559369286248,-0.23961470223704107,-0.32193648543049475,-0.9527951967147499,-2.412806243346985,1.0892831244008105,-0.19683043358660585
0.7060543699366231,-0.2684552616600423,-0.47294468485132096,-0.002182809281260648,-0.6454521874032674,-0.052613124449397475,-0.3206757374255584,-0.2411968428903868,0.06897031965594162,0.2826726784125056,-0.11231709473062744
-1.2250239985754174,-0.8425941767519685,-0.8333276559551467,1.2650735240802968,-0.7140302614139248,-0.20520363123150814,-0.333397830929916,1.08666611400675,0.18422697982568886,0.24974980306604572,-0.10447726737849587
-0.9291672828768818,-1.4436045803492994,-0.6963754708047661,1.6822681707418936,-0.3397464420399339,-0.16766428104365405,-0.3398161844095918,1.8209629799148248,1.1325888466571958,-1.4105037679769385,0.20927262325380985
-1.2796004306986792,-1.6054121400891241,-0.9666100028763367,1.8980683329475538,-0.2158494462045148,-0.013405358697638736,-0.33305399056493334,2.284012626422544,0.4924132668013173,-0.9989678261461712,0.005907501739516738
-0.0301717513745586,-0.34523689926688894,-0.38567232949168384,0.12256325524992893,0.06925337767089873,-0.23996228881285456,-0.2457185378593437,-0.15040279455553981,0.05769521159585766,-0.5333443033890729,-0.030939686815501657
0.02667300811102704,-0.9176793466994198,-0.8566967207748036,-0.11654539578342182,-0.14970894466831375,0.001957967953316379,-0.3391285036796266,-0.31383208155826436,0.7279377462786268,0.33440862538551697,-0.11121951890132901
1.0986347686271716,-0.6103308599275333,-0.5567415712050109,-0.7752397094102986,0.10227705062101605,-0.24587126060168343,-0.3360339403947828,-0.6577145396264973,0.5425248581794683,-0.43692731130300855,-0.03564358322678061
-1.2204353490833688,-0.2728856821544344,0.0710990009668305,2.517671000427339,-0.666256946102448,-0.040447594295926224,-0.33809698258467863,4.038607610493462,3.933826804695835,-1.175340372645071,0.17916768622162463
1.6474733009995806,0.18833106605828245,-0.6646080483349691,-1.9241264331996744,0.16639918004461018,-0.2434381545709892,-0.33809698258467863,-1.0833116411960924,-1.6886937479327035,1.185700116486877,-0.1980848059629469
