koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,target,koi_disposition,kepid
533.47707,23.71,210.6,2.6,0.418,15.3,315.0,2.33,6077.0,3.931,1.759,0,FALSE POSITIVE,5879448
5.877122413,3.7369,15647.1,45.95,1.238,287.6,1061.0,300.43,5778.0,4.325,1.043,0,FALSE POSITIVE,7376490
1.036592635,2.40749,124498.0,463.05,0.898,444.7,4194.0,73013.77,4884.0,2.737,8.747,0,FALSE POSITIVE,11968513
91.4999978,19.5818,65496.0,21.86,0.736,1018.4,335.0,2.98,5263.0,4.572,0.774,0,FALSE POSITIVE,7866921
65.9407869,7.776,580.4,2.33,0.332,19.8,454.0,10.04,5982.0,4.493,0.96,1,CONFIRMED,6619815
406.45737,9.554,284.2,1.96,0.428,12.7,278.0,1.42,6217.0,4.364,1.141,0,FALSE POSITIVE,6113752
30.47639859,17.9728,130569.0,43.01,0.92,236.2,542.0,20.39,5913.0,4.585,0.787,0,FALSE POSITIVE,3098197
14.53260546,2.4212,328.9,1.69,0.112,29.0,746.0,73.37,6003.0,4.507,0.932,1,CONFIRMED,11651712
153.348739,12.205,388.0,2.14,0.261,12.7,377.0,4.78,6127.0,4.356,1.08,1,CONFIRMED,9896558
361.526458,6.947,525.1,5.7,0.971,14.0,410.0,6.67,7196.0,4.064,1.923,0,FALSE POSITIVE,7045605
48.0506878,7.999,274.5,2.36,0.186,15.1,564.0,23.9,5332.0,4.083,1.453,1,CONFIRMED,8738775
9.44942628,6.3064,1211.9,75.22,1.217,81.1,1192.0,476.13,5092.0,3.689,2.664,0,FALSE POSITIVE,7877818
0.933489066,1.41864,14259.0,48.01,1.243,374.5,1979.0,3648.49,5758.0,4.307,1.084,0,FALSE POSITIVE,5636642
1.908525084,4.169,218.9,3.74,0.015,26.9,3191.0,24558.81,9174.0,4.013,2.471,0,FALSE POSITIVE,6515722
0.798467681,0.86,120.7,0.82,0.331,9.4,1718.0,2064.49,5575.0,4.557,0.733,0,FALSE POSITIVE,6679504
0.867721348,4.8783,97653.0,67.0,0.987,587.9,2089.0,4487.7,5510.0,4.186,1.276,0,FALSE POSITIVE,5560831
161.252567,23.626,2911.5,5.04,0.869,94.7,318.0,2.41,5985.0,4.574,0.811,0,FALSE POSITIVE,5305404
3.90863457,1.7704,867.2,1.86,0.111,36.6,787.0,91.01,4518.0,4.613,0.653,1,CONFIRMED,3728432
77.086191,4.77,942.8,29.77,1.227,12.9,464.0,11.0,6228.0,4.441,1.049,1,CONFIRMED,6696580
1.673662758,2.3135,316.4,23.42,1.186,33.4,1729.0,2106.67,6444.0,4.433,1.053,0,FALSE POSITIVE,5473535
5.93717724,5.355,25450.0,594.32,6.282,56.3,1005.0,241.6,5780.0,4.438,1.0,0,FALSE POSITIVE,12106934
3.89043062,6.596,195.4,1.24,0.025,14.4,1106.0,354.22,5646.0,4.449,0.896,0,FALSE POSITIVE,6222898
16.8282542,39.098,655.3,2.66,0.7071,78.3,668.0,46.95,5575.0,4.496,0.972,0,FALSE POSITIVE,3955866
2.489549075,2.4345,2829.7,59.57,1.33,160.6,1708.0,2007.56,6184.0,4.138,1.406,0,FALSE POSITIVE,11200767
1.644221032,2.9122,47.8,1.18,0.942,24.1,1897.0,3071.95,6297.0,4.26,1.369,1,CONFIRMED,9892816
4.469731089,5.257,3159.6,84.63,1.268,286.7,1614.0,1604.34,5758.0,3.808,2.318,0,FALSE POSITIVE,8589731
1.731803197,5.6803,44612.0,22.87,0.63,221.1,1526.0,1285.11,5761.0,4.426,1.029,0,FALSE POSITIVE,4356766
2.64830047,2.6395,12668.0,126.54,0.873,79.8,3042.0,20225.84,4839.0,2.761,9.278,0,FALSE POSITIVE,2167890
17.2653659,5.02,67.9,1.16,0.007,13.9,888.0,146.92,6388.0,4.244,1.402,1,CONFIRMED,5384079
3.486318703,2.7904,60135.0,54.53,1.138,190.7,1201.0,491.1,5780.0,4.438,1.0,0,FALSE POSITIVE,4935914
1.705780649,1.6271,15498.0,25.95,1.231,31.8,1101.0,348.32,4970.0,4.665,0.591,0,FALSE POSITIVE,11303811
7.45306683,4.7617,46552.0,1044.28,10.337,84.3,932.0,178.53,5780.0,4.438,1.0,0,FALSE POSITIVE,2437783
2.929299629,7.102,83918.0,51.67,1.025,374.6,1272.0,618.11,5780.0,4.438,1.0,0,FALSE POSITIVE,12062660
5.50811352,2.9516,40380.0,34.03,1.215,100.5,778.0,86.57,5188.0,4.687,0.624,0,FALSE POSITIVE,9777087
0.569115097,3.5028,585597.0,156.15,0.444,229.6,3357.0,29827.37,7174.0,4.13,1.705,0,FALSE POSITIVE,5956776
2.529073751,1.8827,1572.9,25.8,1.263,73.4,1137.0,395.83,5465.0,4.598,0.766,0,FALSE POSITIVE,8883727
0.916326699,3.1427,96384.0,50.7,0.988,251.6,1917.0,3196.67,6046.0,4.486,0.972,0,FALSE POSITIVE,6516874
33.0405509,3.3613,577.4,2.36,0.431,27.5,561.0,23.4,5688.0,4.415,0.971,1,CONFIRMED,11709124
1.306723495,6.606,12456.6,27.42,1.229,311.7,1170.0,443.02,4651.0,4.612,0.657,0,FALSE POSITIVE,9161118
0.7967202,4.25304,167719.0,56.89,0.839,716.6,1964.0,3497.4,5780.0,4.438,1.0,0,FALSE POSITIVE,3556229
359.102042,16.949,1102.9,28.76,1.201,26.5,290.0,1.67,6355.0,4.41,1.108,0,FALSE POSITIVE,11911580
160.130899,13.775,1183.0,6.67,0.791,32.4,450.0,9.68,6092.0,4.056,1.759,1,CONFIRMED,9480535
2.69634575,3.785,185.2,1.46,0.54,35.4,1287.0,650.06,5418.0,4.335,1.051,0,FALSE POSITIVE,10583225
2.553924603,9.835,1680.1,32.67,1.258,100.5,1352.0,789.69,5993.0,4.489,0.986,0,FALSE POSITIVE,5215251
8.487871809,4.19829,118814.0,46.24,0.941,483.9,798.0,96.0,5553.0,4.558,0.855,0,FALSE POSITIVE,10383696
5.50817321,3.6845,226850.0,39.18,0.739,268.7,768.0,82.55,5051.0,4.663,0.644,0,FALSE POSITIVE,9777090
6.142812722,6.0751,96593.0,31.9,0.477,316.1,994.0,230.71,5780.0,4.438,1.0,0,FALSE POSITIVE,11455484
175.06586091,4.5181,45134.0,40.63,1.149,320.6,312.0,2.24,6021.0,4.57,0.819,0,FALSE POSITIVE,2446623
20.8392148,2.3321,177508.0,51.9,0.894,197.6,584.0,27.45,5378.0,4.488,0.812,0,FALSE POSITIVE,9596089
9.50158045,5.0701,443400.0,73.07,0.444,314.9,860.0,128.99,5780.0,4.438,1.0,0,FALSE POSITIVE,5738506
19.226055,2.949,3266.0,3.52,0.2579,10.1,513.0,16.32,5193.0,4.689,0.621,0,FALSE POSITIVE,9777087
2.050435466,8.0122,7765.3,34.84,1.275,445.8,1278.0,629.98,5440.0,4.496,0.825,0,FALSE POSITIVE,4247807
1.507101452,5.2005,15847.0,39.32,1.246,273.5,1573.0,1453.29,5884.0,4.453,0.876,0,FALSE POSITIVE,7700590
1.274841686,3.5903,50253.0,63.68,1.128,353.0,2025.0,3957.46,6211.0,4.247,1.281,0,FALSE POSITIVE,9053086
4.02582434,2.8059,265.3,1.79,0.017,23.9,1169.0,440.08,5509.0,4.308,1.116,1,CONFIRMED,3128552
2.845746618,13.0719,557741.0,135.99,0.126,829.1,1667.0,1822.75,5641.0,3.948,1.776,0,FALSE POSITIVE,5467113
2.30120705,25.08,1688.1,28.64,1.262,132.5,1254.0,583.42,5641.0,4.554,0.85,0,FALSE POSITIVE,8240123
337.377514,12.136,6110.0,37.23,1.245,60.0,271.0,1.28,6029.0,4.452,0.998,0,FALSE POSITIVE,5114623
389.28075044,12.52,,,,,,,,,,0,FALSE POSITIVE,5114623
8.58965725,8.9793,1161.5,27.86,1.249,107.8,828.0,111.01,5697.0,4.539,0.892,0,FALSE POSITIVE,10031907
8.56751264,5.449,347.9,23.05,1.182,17.9,972.0,210.83,6212.0,4.42,1.054,0,FALSE POSITIVE,5480736
1.061934313,3.194,607.0,15.14,1.218,70.0,1104.0,352.77,4304.0,4.675,0.566,0,FALSE POSITIVE,8487748
2.406574511,3.4382,738.0,26.22,1.187,63.9,1481.0,1140.2,6167.0,4.428,1.107,0,FALSE POSITIVE,9892856
28.64338839,1.2246,624.3,5.82,0.968,23.1,871.0,136.32,6507.0,4.002,1.767,0,FALSE POSITIVE,7137213
96.231257,2.488,938.0,29.26,0.442,8.8,965.0,204.8,4895.0,2.674,9.529,0,FALSE POSITIVE,6795089
30.5528701,5.3367,63521.0,63.57,1.134,510.8,685.0,51.9,6441.0,4.367,1.165,0,FALSE POSITIVE,3340313
26.2347447,3.536,196.5,2.76,0.985,22.0,754.0,76.31,6297.0,4.26,1.369,1,CONFIRMED,9892816
160.88451966,10.8771,7590.4,9.09,0.284,526.1,346.0,3.39,5650.0,4.313,1.044,1,CONFIRMED,4150804
4.04506346,3.22222,360177.0,67.94,0.529,483.9,1143.0,402.77,5780.0,4.438,1.0,0,FALSE POSITIVE,5021174
141.2415405,6.7645,12990.5,11.49,0.12,380.9,352.0,3.62,5705.0,4.397,1.017,1,CONFIRMED,9025971
217.83184293,21.306,9148.7,11.17,0.004,1244.4,343.0,3.29,6259.0,4.385,1.167,1,CONFIRMED,2581316
1.433262145,5.6316,1849.5,5.67,0.933,159.3,1769.0,2319.46,5977.0,4.318,1.068,0,FALSE POSITIVE,6314185
0.782046543,1.9874,340464.0,43.07,0.633,534.0,1372.0,836.18,4768.0,4.661,0.591,0,FALSE POSITIVE,8620561
5.663604992,1.4283,163385.0,54.55,0.785,169.4,1021.0,257.36,5780.0,4.438,1.0,0,FALSE POSITIVE,8937019
18.076610347,3.1396,65280.0,39.16,1.074,380.6,533.0,19.14,4848.0,4.55,0.764,0,FALSE POSITIVE,9896435
6.47173281,7.1964,6472.7,13.68,0.267,94.5,1338.0,757.69,6318.0,4.079,1.685,0,FALSE POSITIVE,10352938
1.031100362,2.9759,129157.0,27.35,0.293,178.5,1584.0,1491.65,5666.0,4.601,0.752,0,FALSE POSITIVE,10676927
0.597933142,3.47133,284383.0,63.46,0.634,1490.3,2161.0,5169.99,5780.0,4.438,1.0,0,FALSE POSITIVE,5649836
5.36652724,8.367,3122.5,7.97,0.985,50.7,982.0,219.72,5858.0,4.553,0.849,0,FALSE POSITIVE,7620660
1.540392098,3.7271,1022.0,17.63,1.184,87.2,1210.0,506.98,4911.0,4.564,0.724,0,FALSE POSITIVE,3836399
47.1484324,3.1347,1113.8,2.58,0.668,54.5,391.0,5.5,4975.0,4.579,0.734,1,CONFIRMED,2581554
2.50475282,2.376,181.1,1.48,0.13,18.9,1369.0,828.59,5509.0,4.308,1.116,1,CONFIRMED,3128552
59.3627946,13.972,233.6,2.23,0.001,51.5,566.0,24.33,5786.0,4.106,1.471,1,CONFIRMED,10363115
2.199076661,6.11,777.4,21.72,1.22,56.2,1179.0,457.33,5310.0,4.565,0.791,0,FALSE POSITIVE,10491062
1.79110997,2.0917,167.5,1.29,0.028,24.3,1549.0,1356.76,6040.0,4.469,0.999,1,CONFIRMED,9761615
7.77241144,5.272,286.9,1.69,0.317,18.9,938.0,183.58,6014.0,4.486,0.993,0,FALSE POSITIVE,4058881
10.51421162,3.877,85.4,1.25,0.877,21.6,943.0,187.06,6259.0,4.385,1.167,1,CONFIRMED,2581316
11.344347453,5.9738,258242.0,62.52,0.692,437.2,810.0,101.92,5780.0,4.438,1.0,0,FALSE POSITIVE,8621353
214.3120439,16.2938,4523.4,9.17,0.016,562.8,380.0,4.93,6471.0,4.287,1.357,1,CONFIRMED,10795103
0.876826336,3.6097,138366.0,37.24,0.481,1338.1,2042.0,4095.0,6344.0,4.481,0.962,0,FALSE POSITIVE,9394601
208.86909724,4.5707,21306.7,29.95,1.056,413.8,316.0,2.34,5914.0,4.421,0.987,0,FALSE POSITIVE,8494410
7.2593226,6.1394,247.5,1.57,0.366,40.1,967.0,206.88,5914.0,4.421,0.987,1,CONFIRMED,8494410
1.98663794,4.7585,63156.0,134.5,1.105,193.0,3234.0,25932.61,9191.0,3.973,2.619,0,FALSE POSITIVE,6863161
13.54208867,4.9406,28869.0,26.65,0.985,137.6,727.0,66.01,5496.0,4.405,0.927,0,FALSE POSITIVE,7840035
7.549303633,2.3665,10222.9,34.45,1.253,177.0,794.0,93.96,5402.0,4.581,0.815,0,FALSE POSITIVE,8543279
0.77544539,1.8764,6791.4,35.53,1.272,205.1,1883.0,2974.07,5861.0,4.546,0.865,0,FALSE POSITIVE,8047283
308.255238,11.959,637.1,18.98,0.018,13.8,576.0,26.05,4852.0,2.896,7.797,0,FALSE POSITIVE,7090867
3.46724809,11.01,1317.3,2.52,0.953,107.0,841.0,118.15,4969.0,4.713,0.543,0,FALSE POSITIVE,7612691
7.4413445,2.8754,2234.0,43.5,1.286,66.4,1136.0,393.59,6540.0,4.321,1.183,0,FALSE POSITIVE,9761573
4.618309224,3.6752,1191.0,25.43,1.247,68.5,947.0,190.56,5452.0,4.572,0.815,0,FALSE POSITIVE,8042789
0.677761275,3.7085,877.9,22.15,1.205,120.8,1906.0,3136.01,5699.0,4.553,0.853,0,FALSE POSITIVE,10095484
2.845739012,11.9327,24391.8,44.7,1.213,488.6,1294.0,663.42,5982.0,4.493,0.96,0,FALSE POSITIVE,5467102
175.358905,5.34,215.0,2.9,0.034,9.1,420.0,7.36,5109.0,3.757,2.02,0,FALSE POSITIVE,6780367
12.42618005,28.1949,1522.8,3.48,0.935,113.1,551.0,21.8,4624.0,4.619,0.684,0,FALSE POSITIVE,5471496
2.189090653,5.2094,1027.1,23.25,1.238,78.3,1185.0,466.32,5401.0,4.593,0.777,0,FALSE POSITIVE,4544620
5.33905606,1.6415,755.5,1.9,0.02,28.9,817.0,105.25,5057.0,4.573,0.704,1,CONFIRMED,5784777
1.99492332,5.898,77.7,0.94,0.772,11.1,1451.0,1044.18,5957.0,4.498,0.971,0,FALSE POSITIVE,6863187
23.2218115,2.744,210.4,2.42,0.913,16.9,746.0,73.08,5808.0,4.185,1.374,1,CONFIRMED,6949061
3.351573993,2.8758,54546.0,24.15,0.011,192.4,1282.0,638.3,5984.0,4.408,1.033,0,FALSE POSITIVE,9719636
8.097050622,5.6736,65620.0,24.01,0.592,404.9,891.0,149.48,5753.0,4.423,0.894,0,FALSE POSITIVE,2452440
2.119107262,7.5384,124646.0,77.23,0.933,347.3,1851.0,2775.75,6381.0,4.155,1.423,0,FALSE POSITIVE,5020034
0.887691177,1.644,37.3,1.53,0.419,20.8,2709.0,12704.16,5500.0,3.775,2.491,0,FALSE POSITIVE,6974867
142.545,8.75,905.4,2.52,0.015,13.7,318.0,2.42,5642.0,4.542,0.846,1,CONFIRMED,7102316
240.7990472,16.666,5022.9,10.31,0.647,170.1,342.0,3.22,5758.0,4.168,1.385,1,CONFIRMED,11518142
0.888584158,2.25012,412710.0,43.7,0.453,691.2,1211.0,507.14,4324.0,4.639,0.616,0,FALSE POSITIVE,3114667
0.865959015,1.9058,291274.0,144.5,3.068,620.8,1162.0,434.65,4561.0,4.788,0.469,0,FALSE POSITIVE,12109845
0.594276199,2.0188,220745.0,266.99,4.038,285.2,1564.0,1414.7,4756.0,4.603,0.667,0,FALSE POSITIVE,3954227
1.527491117,7.9136,33546.0,27.85,1.164,298.6,988.0,224.31,4273.0,4.652,0.595,0,FALSE POSITIVE,8651551
0.566814046,4.049,42.1,0.56,0.633,23.8,2039.0,4073.9,5724.0,4.53,0.827,0,FALSE POSITIVE,7115550
0.61496383,1.93053,358049.0,44.79,0.506,806.5,1460.0,1074.84,4509.0,4.612,0.663,0,FALSE POSITIVE,9532637
161.253747,25.322,2598.4,4.98,0.912,54.7,295.0,1.8,5570.0,4.573,0.803,0,FALSE POSITIVE,5305451
2.974163938,1.7423,90282.0,34.74,0.736,88.6,1266.0,605.99,5780.0,4.438,1.0,0,FALSE POSITIVE,7174349
15.84131693,1.8156,2617.7,670.04,1.247,38.2,2252.0,6085.07,4993.0,2.399,19.695,0,FALSE POSITIVE,11824218
9.2075634,3.365,1243.1,5.5,0.898,43.4,972.0,211.08,5678.0,4.215,1.303,1,CONFIRMED,10788461
2.5903958,2.088,330.9,2.55,0.725,18.3,1484.0,1147.44,5678.0,4.215,1.303,1,CONFIRMED,10788461
5.3235335,2.714,342.4,2.69,0.804,14.6,1167.0,438.71,5678.0,4.215,1.303,1,CONFIRMED,10788461
0.831741499,2.297,1231.1,41.62,1.298,110.9,2198.0,5501.14,6343.0,4.408,1.14,0,FALSE POSITIVE,11667548
4.44737112,19.45,224.4,2.06,0.978,93.0,1068.0,307.65,5472.0,4.382,0.981,0,FALSE POSITIVE,8868649
12.893018017,3.30029,16032.8,62.52,1.241,453.0,1004.0,240.5,6387.0,4.178,1.408,0,FALSE POSITIVE,9715939
4.532416322,3.2864,34953.0,62.25,1.183,175.6,1328.0,735.27,6306.0,4.283,1.281,0,FALSE POSITIVE,4751083
2.26631937,3.16,,,,,,,,,,0,FALSE POSITIVE,4751083
1.160153553,2.16452,12302.5,60.47,1.258,552.8,2183.0,5363.78,6200.0,4.161,1.382,0,FALSE POSITIVE,5903301
4.032760214,2.7194,10803.4,378.61,1.224,150.9,2582.0,10499.43,4969.0,2.899,9.433,0,FALSE POSITIVE,7695087
3.723552982,3.5632,40143.0,18.83,0.629,145.7,1176.0,452.71,6063.0,4.51,0.89,0,FALSE POSITIVE,6200709
2.21396079,3.452,119.4,0.87,0.143,9.6,1123.0,375.04,4922.0,4.505,0.823,0,FALSE POSITIVE,7013923
11.35501209,14.557,19675.0,8.0,0.473,221.4,534.0,19.29,4594.0,4.679,0.567,0,FALSE POSITIVE,5360082
1.195515251,5.0834,8054.4,49.33,1.281,309.1,1959.0,3469.7,6040.0,4.271,1.155,0,FALSE POSITIVE,6543683
5.80184753,3.9551,22143.0,14.0,0.478,118.1,989.0,225.81,5687.0,4.426,0.921,0,FALSE POSITIVE,10555365
2.38404983,3.2849,312732.0,66.14,0.611,195.3,1363.0,815.42,5780.0,4.438,1.0,0,FALSE POSITIVE,5481426
5.24078259,5.238,592.6,24.73,1.223,58.1,1080.0,322.16,6192.0,4.503,0.917,0,FALSE POSITIVE,7983756
5.26641416,2.4404,223.8,2.62,0.774,37.8,1421.0,964.18,6338.0,4.087,1.602,0,FALSE POSITIVE,7289165
1.847892736,1.8904,323.3,1.51,0.036,53.3,1374.0,843.8,5763.0,4.557,0.842,1,CONFIRMED,12784167
0.604358764,1.0423,38731.0,23.28,1.197,236.8,997.0,235.63,3569.0,4.82,0.427,0,FALSE POSITIVE,8949316
11.3775281,12.918,1651.3,82.26,1.415,38.2,1177.0,453.61,6943.0,4.162,1.66,0,FALSE POSITIVE,8912730
0.7981968,2.22035,257616.0,62.38,0.67,453.9,1963.0,3497.4,5780.0,4.438,1.0,0,FALSE POSITIVE,9784230
0.695954898,1.469,318.1,2.58,0.103,8.5,2740.0,13264.33,6737.0,4.243,1.425,0,FALSE POSITIVE,11466960
0.948951607,4.3809,458463.0,115.31,0.959,437.1,1853.0,2796.38,5780.0,4.438,1.0,0,FALSE POSITIVE,3124420
19.37070781,2.2466,653.2,108.54,1.2,38.4,1180.0,458.92,5321.0,3.416,4.335,0,FALSE POSITIVE,4649440
14.46993942,7.455,1235.3,85.84,1.027,41.9,1713.0,2033.61,4735.0,2.715,9.043,0,FALSE POSITIVE,2437488
1.278555003,1.4247,1478.0,5.19,0.979,93.8,1515.0,1241.92,5636.0,4.557,0.827,0,FALSE POSITIVE,10083623
1.226223959,2.1689,56.1,1.0,0.005,18.9,2024.0,3973.86,5855.0,4.148,1.34,1,CONFIRMED,11253711
2.244600029,1.9204,8611.0,27.47,1.185,42.6,1190.0,475.37,5256.0,4.502,0.802,0,FALSE POSITIVE,8043052
181.8521773,5.7725,27559.0,46.38,1.189,293.8,333.0,2.91,6063.0,4.476,1.012,0,FALSE POSITIVE,5435816
223.1127475,8.9683,11538.8,46.33,1.266,224.5,332.0,2.87,6211.0,4.389,1.056,0,FALSE POSITIVE,8559589
15.64064161,6.4524,273309.0,77.18,0.522,206.3,921.0,169.73,6517.0,4.279,1.374,0,FALSE POSITIVE,4372765
6.8873113,2.214,85.3,0.72,0.489,8.1,788.0,90.91,5208.0,4.563,0.772,1,CONFIRMED,9489524
1.103978,0.74,,,,,,105.8,,,,0,FALSE POSITIVE,10268903
43.8496474,2.217,452.3,21.42,0.02,8.3,1286.0,645.68,4893.0,2.644,10.363,0,FALSE POSITIVE,7017437
0.752158047,2.42733,37878.8,106.66,1.157,510.0,2869.0,15978.36,5770.0,3.844,2.221,0,FALSE POSITIVE,7220320
3.796488133,11.0659,3007.6,40.83,1.306,193.4,1233.0,547.94,6137.0,4.46,1.018,0,FALSE POSITIVE,9291378
1.233076007,12.506,1392.4,31.39,1.312,129.3,1513.0,1237.97,5602.0,4.571,0.817,0,FALSE POSITIVE,4949524
21.5135234,77.983,1583.8,534.47,2.441,171.5,1006.0,242.54,5088.0,3.508,3.318,0,FALSE POSITIVE,2697935
19.4444573,5.509,182.3,1.53,0.634,7.1,749.0,74.47,6278.0,4.425,1.081,0,FALSE POSITIVE,6531143
1.1910489,1.3738,1391.1,22.76,1.257,46.1,1348.0,781.99,5089.0,4.58,0.693,0,FALSE POSITIVE,3550434
0.546248198,2.1081,114528.0,54.23,0.946,263.1,2227.0,5820.72,5780.0,4.438,1.0,0,FALSE POSITIVE,2558370
1.811966339,3.792,408.1,95.19,1.24,36.3,2573.0,10360.38,5904.0,3.602,3.348,0,FALSE POSITIVE,5397166
66.1539783,5.896,6951.0,9.69,0.873,57.7,468.0,11.3,6077.0,4.471,0.999,0,FALSE POSITIVE,7024530
158.3226379,2.1881,4863.0,25.41,1.323,34.5,211.0,0.47,4340.0,4.67,0.572,0,FALSE POSITIVE,5015459
3.93276627,2.9403,234.9,1.5,0.37,30.7,1140.0,399.84,5688.0,4.415,0.971,1,CONFIRMED,11709124
198.680859,8.282,645.4,2.79,0.746,16.6,297.0,1.83,5330.0,4.366,1.013,1,CONFIRMED,8505920
1.592634161,8.9488,155156.0,100.2,0.877,1207.6,2255.0,6128.09,6574.0,4.061,1.768,0,FALSE POSITIVE,1433980
3.31577795,4.2349,94567.0,27.77,0.633,124.6,1104.0,349.78,5528.0,4.516,0.849,0,FALSE POSITIVE,2438490
2.990252395,7.8462,216437.0,89.85,1.117,541.7,1264.0,603.02,5780.0,4.438,1.0,0,FALSE POSITIVE,3838496
2.08043378,7.708,6861.2,510.48,5.106,289.1,1629.0,1661.27,6377.0,4.399,1.119,0,FALSE POSITIVE,6470521
4.944046127,4.50334,112503.0,54.29,0.964,537.2,1069.0,308.53,5780.0,4.438,1.0,0,FALSE POSITIVE,2449090
4.464565251,4.0221,74112.0,43.21,1.046,286.4,1024.0,259.97,5743.0,4.553,0.853,0,FALSE POSITIVE,5652260
1.523298835,5.9083,195071.0,38.95,0.41,174.4,1404.0,919.42,5311.0,4.469,0.866,0,FALSE POSITIVE,2569494
3.539631353,1.5372,1229.7,39.34,1.091,163.5,2214.0,5689.3,7021.0,3.759,2.629,0,FALSE POSITIVE,12405950
6.195861785,2.6078,3509.8,215.89,3.38,83.5,883.0,143.74,5608.0,4.573,0.813,0,FALSE POSITIVE,5206233
0.566805514,4.367,85.3,0.82,0.027,25.1,1920.0,3193.9,5115.0,4.439,0.917,0,FALSE POSITIVE,7031066
27.961084,3.8741,6268.2,21.5,1.02,106.0,796.0,94.86,6770.0,4.249,1.361,0,FALSE POSITIVE,6775985
186.5168116,3.1968,5752.4,37.5,0.972,126.9,452.0,9.83,5018.0,3.639,2.99,0,FALSE POSITIVE,11357192
197.1455327,2.1145,5664.0,72.16,1.251,56.8,498.0,14.53,7214.0,4.093,1.935,0,FALSE POSITIVE,9533489
0.532087933,3.45028,510366.0,74.83,0.279,1069.5,2247.0,6002.61,5780.0,4.438,1.0,0,FALSE POSITIVE,11825057
3.204222652,2.7952,898.4,23.55,1.258,45.5,979.0,217.46,5139.0,4.609,0.741,0,FALSE POSITIVE,12306699
0.687898282,3.96401,293505.0,55.58,0.337,1571.6,2062.0,4267.13,5780.0,4.438,1.0,0,FALSE POSITIVE,9692336
2.178154774,3.5302,662.6,19.46,1.223,89.2,1180.0,457.16,5515.0,4.624,0.712,0,FALSE POSITIVE,9641008
0.99466172,1.576,1370.5,31.84,1.244,21.5,1898.0,3078.85,5750.0,4.332,1.021,0,FALSE POSITIVE,8588377
359.00688,32.16,2015.8,28.57,1.263,35.3,237.0,0.74,5715.0,4.537,0.834,0,FALSE POSITIVE,3644601
1.138548215,2.1482,66.2,1.45,0.545,31.5,2537.0,9805.45,6520.0,4.01,1.713,1,CONFIRMED,4242692
121.0598037,3.112,1563.0,1680.99,1.2,16.6,1792.0,2437.81,3942.0,1.101,60.688,0,FALSE POSITIVE,8781480
0.721335207,1.509,31.8,0.54,0.103,12.0,2162.0,5166.26,6328.0,4.489,0.948,0,FALSE POSITIVE,6783732
3.28274272,8.9,292.8,1.85,0.967,68.2,1136.0,392.7,5741.0,4.533,0.82,0,FALSE POSITIVE,11607176
1.231361934,5.433,471.0,2.93,0.972,94.7,1839.0,2707.51,6095.0,4.378,1.016,0,FALSE POSITIVE,10661718
89.7224125,10.963,263.7,2.21,0.742,25.6,508.0,15.69,6429.0,4.241,1.262,1,CONFIRMED,6105462
7.12766417,2.491,229.2,1.21,0.125,16.0,784.0,89.24,5159.0,4.548,0.821,1,CONFIRMED,8257205
2.080431782,7.4997,894203.0,345.7,0.771,1585.2,2719.0,12956.98,8344.0,4.04,2.115,0,FALSE POSITIVE,6470516
1.157804607,4.66082,605713.0,118.11,0.26,1837.9,2255.0,6116.99,6510.0,4.219,1.425,0,FALSE POSITIVE,7770471
19.979098,10.5638,38418.0,22.98,0.576,449.1,739.0,70.59,5907.0,4.296,1.126,0,FALSE POSITIVE,5130380
1.433262401,6.2205,428557.0,136.47,0.382,599.8,2691.0,12427.14,7311.0,4.013,1.959,0,FALSE POSITIVE,6314173
23.8706941,3.4812,6386.3,49.6,1.293,114.8,711.0,60.38,6022.0,4.308,1.166,0,FALSE POSITIVE,5688997
0.566769068,3.011,40.0,1.06,0.773,14.9,2661.0,11897.94,5496.0,3.998,1.533,0,FALSE POSITIVE,7031340
6.2820426,7.941,1413.0,23.76,0.989,103.3,2021.0,3938.81,6635.0,3.511,3.798,0,FALSE POSITIVE,4073730
0.97430309,2.1088,34976.0,37.62,1.169,224.0,1643.0,1728.18,5688.0,4.583,0.786,0,FALSE POSITIVE,2854948
119.686505,29.33,842.7,23.0,1.221,27.1,341.0,3.21,5715.0,4.537,0.834,0,FALSE POSITIVE,3644601
53.556625,16.18,3963.0,26.31,0.879,22.1,1076.0,317.03,7643.0,3.639,3.618,0,FALSE POSITIVE,8459354
1.210693626,1.434,159.1,0.99,0.597,41.6,1351.0,784.51,5014.0,4.559,0.756,1,CONFIRMED,4164922
1.090011003,1.5,174.8,1.04,0.531,12.6,1402.0,911.28,5081.0,4.596,0.77,1,CONFIRMED,12061969
34.2115022,4.947,273.8,1.15,0.034,20.7,427.0,7.82,4955.0,4.61,0.721,1,CONFIRMED,10328393
7.061149921,3.33515,131257.0,43.71,0.912,631.5,842.0,118.87,5585.0,4.564,0.798,0,FALSE POSITIVE,10259029
2.682767439,4.58143,394412.0,70.67,0.509,508.4,1310.0,695.41,5780.0,4.438,1.0,0,FALSE POSITIVE,8299947
3.711012492,3.3394,7559.8,46.24,1.272,257.4,1310.0,695.05,6141.0,4.365,1.117,0,FALSE POSITIVE,3335813
1.780982447,3.4297,357695.0,60.45,0.002,324.0,1502.0,1204.3,5780.0,4.438,1.0,0,FALSE POSITIVE,11858741
