koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,target,koi_disposition,kepid
8.75209691,2.3742,1367.6,1.83,0.017,44.8,451.0,9.76,3731.0,4.75,0.498,1,CONFIRMED,9787239
22.78078241,3.3002,1925.1,2.17,0.008,46.4,328.0,2.73,3731.0,4.75,0.498,1,CONFIRMED,9787239
2.896005211,1.6776,614.1,1.23,0.082,28.6,652.0,42.53,3731.0,4.75,0.498,1,CONFIRMED,9787239
0.742957911,0.6688,843.3,1.47,0.162,45.3,1026.0,262.51,3731.0,4.75,0.498,1,CONFIRMED,9787239
54.35635067,6.4345,10510.4,38.81,1.142,628.1,566.0,24.18,6161.0,4.281,1.255,0,FALSE POSITIVE,2309719
0.54624855,2.0543,639.7,18.93,1.215,42.9,1837.0,2677.36,5414.0,4.625,0.714,0,FALSE POSITIVE,2558363
18.82744023,4.664,1006.2,2.7,0.025,29.5,632.0,37.82,5687.0,4.538,0.86,1,CONFIRMED,2716853
8.4120069,3.923,819.6,1.71,0.022,39.7,590.0,28.69,4502.0,4.668,0.621,0,FALSE POSITIVE,2445154
5.747711909,1.8923,820.1,1.86,0.575,51.7,641.0,40.07,4252.0,4.64,0.632,1,CONFIRMED,2715135
3.504691252,1.9811,315.1,2.03,0.741,67.5,1165.0,435.21,5356.0,4.338,1.055,1,CONFIRMED,8644288
0.995861402,1.1507,4993.8,26.93,1.256,272.0,1477.0,1124.35,5286.0,4.604,0.706,0,FALSE POSITIVE,3113266
86.67856052,10.1289,8244.1,9.83,0.291,318.3,434.0,8.41,5822.0,4.351,1.081,1,CONFIRMED,3247268
12.21828097,2.6969,1843.4,5.1,0.778,90.1,835.0,114.59,5822.0,4.351,1.081,1,CONFIRMED,3247268
8.387210055,1.6477,4952.0,72.52,1.284,180.6,1211.0,509.55,6089.0,4.044,1.795,0,FALSE POSITIVE,3232859
15.2384539,19.292,7019.0,9.84,0.74,56.0,829.0,111.67,6384.0,4.419,1.086,0,FALSE POSITIVE,3098184
0.413334492,2.3808,2025.1,31.52,1.2313,236.9,2509.0,9374.09,5973.0,4.465,1.016,0,FALSE POSITIVE,2720309
0.93374614,6.551,1717.5,149.71,1.27,365.7,3303.0,28084.15,5438.0,3.424,4.319,0,FALSE POSITIVE,10342065
6.47179275,6.788,402.5,2.08,0.014,30.7,1075.0,316.0,6341.0,4.446,1.033,0,FALSE POSITIVE,10352945
64.617518,5.796,2486.6,5.4,0.9,61.9,383.0,5.09,5043.0,4.47,0.881,1,CONFIRMED,10354039
13.21409607,3.5641,1154.8,2.77,0.812,38.0,629.0,36.95,5333.0,4.62,0.728,1,CONFIRMED,10330115
6.05729966,3.7419,385.2,1.94,0.219,35.1,947.0,189.98,5334.0,4.372,1.004,1,CONFIRMED,10426656
3.584101048,2.7316,2608.1,4.66,0.045,166.3,1131.0,386.66,5739.0,4.518,0.922,1,CONFIRMED,9820483
1.763587535,3.16877,4590.6,21.42,0.512,4061.9,3559.0,37958.27,9107.0,3.867,3.031,1,CONFIRMED,9941662
5.014234733,4.589,6536.0,10.63,0.066,794.3,1308.0,692.13,6490.0,4.32,1.307,1,CONFIRMED,7778437
8.11528727,3.211,834.9,3.1,0.916,59.1,879.0,140.92,5926.0,4.532,0.887,1,CONFIRMED,9823457
36.9250409,4.9381,902.0,3.01,0.838,39.3,530.0,18.7,5926.0,4.532,0.887,1,CONFIRMED,9823457
37.4783492,5.317,1467.9,10.05,1.161,18.3,262.0,1.12,3687.0,4.813,0.44,0,FALSE POSITIVE,2574201
8.09695764,3.319,283.5,34.0,1.165,35.4,1197.0,484.58,5949.0,4.024,1.707,0,FALSE POSITIVE,2166206
32.3122867,6.569,677.8,4.84,0.934,33.6,699.0,56.49,5821.0,4.108,1.494,1,CONFIRMED,2164169
9.22961384,2.235,492.1,2.79,0.067,19.3,1021.0,257.11,6320.0,4.347,1.252,1,CONFIRMED,2574338
14.5598556,5.624,290.6,1.64,0.026,15.6,758.0,78.26,5959.0,4.46,0.966,1,CONFIRMED,2584163
4.176254191,3.6716,1360.1,3.07,0.715,249.7,876.0,139.48,4957.0,4.594,0.776,1,CONFIRMED,4180280
0.528755447,5.714,408.5,47.75,1.204,100.1,3271.0,27241.45,6151.0,3.92,1.954,0,FALSE POSITIVE,3239636
6.10027621,4.7476,766.6,2.59,0.015,43.2,990.0,227.15,5957.0,4.506,0.937,1,CONFIRMED,2721030
10.9110487,7.033,401.9,2.36,0.9761,28.3,786.0,90.07,5903.0,4.546,0.864,0,FALSE POSITIVE,3340070
8.408878137,3.4967,798.9,2.28,0.018,147.2,809.0,101.22,5551.0,4.508,0.812,1,CONFIRMED,7626506
10.93725572,3.0822,421.6,2.41,0.866,24.6,777.0,86.28,5334.0,4.372,1.004,1,CONFIRMED,10426656
2.97136658,2.716,233.3,1.52,0.349,25.6,1200.0,490.13,5334.0,4.372,1.004,1,CONFIRMED,10426656
158.6850022,11.5372,898.3,3.08,0.034,97.4,350.0,3.53,5751.0,4.34,1.034,1,CONFIRMED,10528068
2.936527336,1.771,352.3,1.92,0.524,34.7,1209.0,505.22,5359.0,4.375,1.002,1,CONFIRMED,10468940
7.03902016,3.8633,529.8,2.45,0.015,54.3,1051.0,288.92,6321.0,4.434,1.058,1,CONFIRMED,9825625
8.360870704,2.7144,2039.7,3.67,0.494,120.9,690.0,53.68,4743.0,4.516,0.81,1,CONFIRMED,9875711
3.14051153,8.2806,1444.4,31.01,1.251,139.5,1306.0,689.48,6108.0,4.443,0.974,0,FALSE POSITIVE,7661409
21.76129812,1.243,1300.7,2.53,0.123,60.0,486.0,13.18,4859.0,4.612,0.72,1,CONFIRMED,1026957
12.713794177,2.44093,36718.7,2.31,0.485,2981.3,181.0,0.26,2661.0,5.283,0.116,0,FALSE POSITIVE,10002261
15.801100028,6.37505,37545.0,15.61,0.512,1642.2,614.0,33.6,5383.0,4.587,0.789,0,FALSE POSITIVE,8176650
1.739428983,2.4894,5897.4,268.65,4.246,130.0,1268.0,612.49,5415.0,4.603,0.742,0,FALSE POSITIVE,5899544
1.217266418,3.3208,5811.5,14.49,0.878,603.4,2378.0,7548.29,6631.0,4.145,1.638,0,FALSE POSITIVE,5963222
19.563092517,6.9547,12992.2,23.76,0.842,2477.0,965.0,205.39,6208.0,3.959,1.831,0,FALSE POSITIVE,5982353
3.7228551,12.8164,2969.2,5.67,0.911,294.8,1118.0,368.33,5873.0,4.547,0.863,0,FALSE POSITIVE,6205468
48.93786896,6.5868,7240.1,24.19,0.981,445.7,764.0,80.37,7066.0,4.094,1.761,0,FALSE POSITIVE,8506766
5.48990788,4.02,598.9,23.6,1.199,36.7,1039.0,275.65,5982.0,4.493,0.96,0,FALSE POSITIVE,3240706
161.5278347,3.6734,4653.6,8.19,0.0,54.7,366.0,4.25,5778.0,4.285,1.213,1,CONFIRMED,2853093
0.73093905,2.8437,451.1,1.45,0.018,52.4,1488.0,1159.62,4768.0,4.588,0.711,0,FALSE POSITIVE,3228824
11.39102358,2.303,448.6,1.67,0.732,10.5,618.0,34.55,4983.0,4.617,0.728,1,CONFIRMED,3245969
12.33343853,6.221,536.4,4.12,0.979,31.7,915.0,165.3,5896.0,4.197,1.24,1,CONFIRMED,3231341
8.01500821,3.0137,363.0,2.0,0.645,28.6,865.0,132.46,5359.0,4.375,1.002,1,CONFIRMED,10468940
0.933749941,6.606,415.3,12.93,1.225,88.8,919.0,168.44,3682.0,4.786,0.48,0,FALSE POSITIVE,10341831
7.053934488,1.7244,511.5,2.36,0.899,56.3,840.0,117.33,5357.0,4.498,0.863,1,CONFIRMED,10337517
4.29263699,2.7,61.4,0.68,0.454,11.4,991.0,227.69,5357.0,4.498,0.863,1,CONFIRMED,10337517
7.6746614,1.9374,503.0,2.8,0.939,20.8,957.0,198.67,6063.0,4.47,1.001,1,CONFIRMED,10351231
0.445275074,2.276,254.7,1.21,0.639,86.3,1950.0,3419.7,5346.0,4.621,0.725,0,FALSE POSITIVE,10485179
1.213770423,0.5532,1821.0,0.78,0.83,111.4,525.0,18.03,3292.0,5.215,0.148,1,CONFIRMED,8561063
0.453287416,0.4445,1461.5,0.76,0.81,150.4,729.0,66.14,3292.0,5.215,0.148,1,CONFIRMED,8561063
10.810132734,4.4618,6165.2,13.95,0.948,806.5,985.0,222.68,6211.0,4.269,1.284,0,FALSE POSITIVE,8892910
1.865114193,0.4279,1124.8,0.66,0.785,56.9,455.0,10.1,3292.0,5.215,0.148,1,CONFIRMED,8561063
3.273699006,3.07626,6862.8,22.36,0.733,1293.1,3060.0,20728.79,10816.0,4.086,2.493,0,FALSE POSITIVE,10657664
7.047103499,3.3208,71318.0,51.86,1.047,274.9,955.0,196.62,5730.0,4.417,1.035,0,FALSE POSITIVE,3337351
0.530300102,2.8502,3040.0,35.73,1.2507,207.4,2410.0,7972.18,6184.0,4.448,1.038,0,FALSE POSITIVE,6153201
1.073917869,2.4305,1926.6,33.01,1.266,137.5,1794.0,2450.63,5962.0,4.479,0.959,0,FALSE POSITIVE,5802486
4.206096814,10.7381,1298.1,32.66,1.239,149.3,1252.0,581.11,6306.0,4.426,1.076,0,FALSE POSITIVE,5817553
19.56313723,6.8575,5536.0,9.73,0.908,157.8,706.0,58.71,5766.0,4.352,1.077,0,FALSE POSITIVE,5982368
2.227718792,4.9699,1039.0,8.88,1.04,124.3,1400.0,906.46,6038.0,4.508,0.922,0,FALSE POSITIVE,5816811
0.591914504,1.0225,1057.7,27.21,1.344,56.3,1646.0,1746.78,5122.0,4.659,0.655,0,FALSE POSITIVE,5816165
36.7704935,4.42,1346.6,2.83,0.545,40.8,437.0,8.6,5142.0,4.602,0.755,1,CONFIRMED,7102227
14.58932429,2.4184,831.3,2.32,0.694,29.3,594.0,29.53,5142.0,4.602,0.755,1,CONFIRMED,7102227
0.764017553,1.103,128.2,0.86,0.442,13.2,1589.0,1503.79,5142.0,4.602,0.755,1,CONFIRMED,7102227
59.8780258,4.8027,1419.1,2.19,0.004,51.8,273.0,1.31,4016.0,4.658,0.599,1,CONFIRMED,6960913
74.92768653,4.74,4119.2,6.39,0.796,161.5,409.0,6.62,5618.0,4.46,0.897,1,CONFIRMED,11122894
150.0189511,4.3823,4319.7,32.6,1.252,106.2,325.0,2.62,5618.0,4.46,0.897,1,CONFIRMED,11122894
2.613020421,1.9588,599.7,1.5,0.891,31.1,713.0,61.24,3883.0,4.725,0.517,1,CONFIRMED,11129738
0.927859786,1.4279,515.3,1.79,0.795,99.8,1361.0,813.3,4815.0,4.631,0.699,1,CONFIRMED,11401182
205.912735,9.992,2378.8,4.68,0.196,49.4,298.0,1.85,5644.0,4.457,0.969,1,CONFIRMED,11030711
7.10695741,5.1462,131.0,1.72,0.079,33.8,1157.0,422.8,5761.0,4.091,1.518,1,CONFIRMED,11512246
2.1395563,2.0678,266.1,1.76,0.368,48.9,1425.0,974.3,5534.0,4.338,1.08,1,CONFIRMED,6690082
4.807103254,0.9393,450.5,2.96,0.94,32.9,1088.0,330.84,5534.0,4.338,1.08,1,CONFIRMED,6690082
21.4054422,11.721,409.3,11.64,0.943,60.9,1087.0,330.0,4838.0,3.299,4.361,1,CONFIRMED,6448890
10.5007712,14.522,183.4,5.68,0.034,45.3,1378.0,852.28,4838.0,3.299,4.361,1,CONFIRMED,6448890
2.633852528,2.0206,259.8,1.38,0.204,23.3,1131.0,387.43,5114.0,4.463,0.878,1,CONFIRMED,10730034
6.18670882,2.909,202.6,1.21,0.013,14.3,851.0,123.96,5114.0,4.463,0.878,1,CONFIRMED,10730034
1.796320953,1.9139,210.9,1.2,0.015,22.1,1367.0,827.82,5576.0,4.503,0.829,1,CONFIRMED,10858691
3.468073,2.361,243.9,1.29,0.143,20.6,1098.0,343.57,5576.0,4.503,0.829,1,CONFIRMED,10858691
5.9142668,2.661,253.2,1.31,0.04,17.4,919.0,168.51,5576.0,4.503,0.829,1,CONFIRMED,10858691
14.00640392,4.6919,716.4,3.11,0.568,109.3,807.0,100.09,5788.0,4.323,1.124,1,CONFIRMED,8107380
3.546531809,2.2746,442.7,2.18,0.633,26.4,1212.0,510.26,5993.0,4.489,0.986,1,CONFIRMED,6936909
5.70070626,1.6408,379.8,2.03,0.664,15.2,1035.0,270.62,5993.0,4.489,0.986,1,CONFIRMED,6936909
20.8341497,4.522,803.1,2.26,0.269,26.2,563.0,23.82,5296.0,4.538,0.808,1,CONFIRMED,6962977
7.0556584,3.0479,705.6,2.13,0.301,32.1,808.0,100.88,5296.0,4.538,0.808,1,CONFIRMED,6962977
10.47548084,2.3024,1070.7,2.11,0.664,40.3,540.0,20.15,4463.0,4.677,0.611,1,CONFIRMED,11176127
22.92886314,2.0831,908.9,2.08,0.805,21.3,416.0,7.09,4463.0,4.677,0.611,1,CONFIRMED,11176127
77.4740991,4.168,1543.6,2.63,0.758,27.5,277.0,1.4,4463.0,4.677,0.611,1,CONFIRMED,11176127
6.88595222,4.148,428.5,2.68,0.953,34.5,946.0,189.35,5616.0,4.394,0.999,1,CONFIRMED,11014932
3.125814002,1.7895,238.8,1.88,0.506,32.0,1460.0,1073.04,6358.0,4.346,1.181,0,FALSE POSITIVE,6677256
5.660669429,4.6483,737.8,3.24,0.477,201.1,1115.0,365.53,5746.0,4.266,1.173,1,CONFIRMED,8030148
10.80487163,2.7215,292.7,1.71,0.207,27.4,857.0,127.84,6092.0,4.471,0.998,0,FALSE POSITIVE,6692833
13.71938426,5.5677,316.4,1.98,0.022,48.3,864.0,131.94,6387.0,4.41,1.105,1,CONFIRMED,6693640
29.2214959,4.014,394.0,1.81,0.779,14.6,539.0,20.03,5576.0,4.503,0.829,1,CONFIRMED,10858691
44.8520997,3.5729,780.8,3.35,0.807,33.0,513.0,16.35,5514.0,4.345,1.071,1,CONFIRMED,10973814
20.34237838,2.3351,564.6,2.88,0.826,28.7,667.0,46.93,5514.0,4.345,1.071,1,CONFIRMED,10973814
118.3786735,9.5574,1083.3,3.4,0.011,83.1,376.0,4.75,5657.0,4.364,1.046,1,CONFIRMED,6541920
23.58444746,5.5545,429.2,3.0,0.711,42.8,730.0,66.96,5655.0,4.152,1.354,1,CONFIRMED,10586208
11.97884409,3.751,707.9,2.11,0.073,27.8,678.0,49.87,5296.0,4.538,0.808,1,CONFIRMED,6962977
3.71545593,2.558,331.7,1.46,0.327,19.6,1001.0,237.42,5296.0,4.538,0.808,1,CONFIRMED,6962977
2.58083264,2.1729,270.2,1.31,0.16,17.5,1130.0,386.18,5296.0,4.538,0.808,1,CONFIRMED,6962977
1.487084251,1.3233,295.7,1.6,0.678,17.9,1462.0,1076.29,5650.0,4.551,0.876,0,FALSE POSITIVE,7174351
19.25404023,4.6509,987.7,3.04,0.548,50.7,657.0,44.17,5798.0,4.507,0.941,1,CONFIRMED,6932987
15.0549356,4.801,256.4,1.6,0.321,16.6,729.0,66.72,5616.0,4.394,0.999,1,CONFIRMED,11014932
2.92721119,2.545,170.2,1.29,0.043,18.0,1258.0,593.23,5616.0,4.394,0.999,1,CONFIRMED,11014932
38.2856338,6.512,322.8,1.77,0.115,15.0,534.0,19.24,5616.0,4.394,0.999,1,CONFIRMED,11014932
19.80787763,3.453,616.3,2.08,0.054,20.1,624.0,35.89,5775.0,4.558,0.84,1,CONFIRMED,11288505
2.343230566,2.0424,246.5,1.18,0.047,23.9,1054.0,292.31,4798.0,4.533,0.782,1,CONFIRMED,11493431
2.73987398,4.15886,20632.2,34.83,0.703,1454.3,2113.0,4705.3,6520.0,3.844,2.26,0,FALSE POSITIVE,8801343
5.801880653,4.2608,41924.0,19.91,0.773,396.8,964.0,203.62,5845.0,4.541,0.874,0,FALSE POSITIVE,8488878
85.34092607,10.6141,51746.2,1177.65,12.773,898.4,409.0,6.61,6004.0,4.522,0.898,0,FALSE POSITIVE,8560285
0.782045734,1.7945,16185.0,45.05,1.244,272.3,2070.0,4332.1,6113.0,4.463,0.995,0,FALSE POSITIVE,8620565
10.1171684,4.6677,288.7,3.07,0.296,50.6,1163.0,433.41,6306.0,4.077,1.792,1,CONFIRMED,10854768
19.12947603,3.9622,451.2,4.23,0.861,31.7,817.0,105.25,5372.0,4.007,1.71,1,CONFIRMED,10964440
83.5781976,7.2487,630.8,6.63,0.544,54.9,655.0,43.62,6056.0,3.788,2.562,1,CONFIRMED,10713616
6.1469956,3.3153,249.6,2.04,0.083,25.8,1164.0,433.72,6110.0,4.285,1.296,1,CONFIRMED,10963242
0.522457732,0.8907,143.8,1.52,0.967,48.2,2308.0,6715.55,5991.0,4.459,0.954,0,FALSE POSITIVE,10785538
54.1558384,4.432,1109.8,3.88,0.927,29.1,466.0,11.12,5798.0,4.507,0.941,1,CONFIRMED,6932987
3.548465446,4.56904,7251.5,14.92,0.075,2486.5,1640.0,1708.28,6290.0,4.074,1.746,1,CONFIRMED,8191672
11.1199028,3.3759,636.3,2.08,0.72,100.3,649.0,42.07,5078.0,4.581,0.766,1,CONFIRMED,6851425
0.567856484,1.0258,334.8,1.55,0.324,53.8,1848.0,2760.23,5073.0,4.483,0.853,1,CONFIRMED,6934291
251.0597249,5.1095,7419.8,44.2,1.264,110.3,301.0,1.93,5714.0,4.34,1.086,0,FALSE POSITIVE,7357531
11.70219638,2.6658,639.7,16.15,1.166,41.3,719.0,63.16,5758.0,4.596,0.762,0,FALSE POSITIVE,6185711
40.7150498,8.587,563.9,2.2,0.638,56.4,516.0,16.76,5968.0,4.534,0.881,1,CONFIRMED,11037335
10.44635944,2.749,354.2,2.18,0.967,34.4,812.0,102.77,5968.0,4.534,0.881,1,CONFIRMED,11037335
2.508553286,2.2664,211.6,1.28,0.009,26.8,1278.0,629.8,5814.0,4.523,0.881,1,CONFIRMED,11389771
13.75129636,3.853,348.5,1.66,0.359,24.6,725.0,65.24,5814.0,4.523,0.881,1,CONFIRMED,11389771
0.885747456,4.4788,895.2,269.98,1.205,203.6,4958.0,142553.16,5487.0,2.816,10.396,0,FALSE POSITIVE,8737796
3.611541977,8.6068,2972.3,28.07,1.254,167.1,1005.0,240.29,5203.0,4.504,0.802,0,FALSE POSITIVE,8462258
8.041347775,2.6332,591.0,1.29,0.26,77.5,507.0,15.59,3980.0,4.722,0.54,1,CONFIRMED,10925104
5.082722475,5.9139,1974.1,4.4,0.019,95.5,1059.0,296.94,5780.0,4.438,1.0,0,FALSE POSITIVE,8454250
9.991625291,3.8552,3450.5,38.93,1.256,220.3,907.0,160.14,5874.0,4.338,1.096,0,FALSE POSITIVE,8848271
8.57504983,8.653,160.6,4.26,0.129,36.9,1374.0,841.68,4986.0,3.462,3.464,1,CONFIRMED,10585852
7.64970832,6.625,55.4,1.43,0.898,28.5,1144.0,404.99,5855.0,4.125,1.613,1,CONFIRMED,10794087
10.30401132,4.2246,316.1,1.84,0.017,53.8,849.0,122.98,5657.0,4.364,1.046,1,CONFIRMED,6541920
2.171827838,3.2205,42086.0,58.56,1.323,300.6,1311.0,698.31,5650.0,4.513,0.891,0,FALSE POSITIVE,4275739
3.016182013,2.8349,222.5,2.25,0.732,31.9,1449.0,1044.49,5611.0,4.144,1.4,1,CONFIRMED,7287415
6.8833761,2.2702,458.4,1.69,0.075,28.1,857.0,127.67,5679.0,4.581,0.794,1,CONFIRMED,6924203
0.833980196,1.756,261.2,1.45,0.547,56.9,1816.0,2562.78,5747.0,4.53,0.871,0,FALSE POSITIVE,6878167
69.62754202,11.07,,,,,,,,,,0,FALSE POSITIVE,6880531
1.926353494,2.5305,185.1,1.33,0.767,36.9,1484.0,1146.34,6063.0,4.481,0.899,0,FALSE POSITIVE,6863839
0.890737359,1.9257,195.8,20.57,1.146,37.7,2022.0,3948.43,5687.0,4.293,1.169,0,FALSE POSITIVE,7296086
5.41908491,2.3379,231.0,1.38,0.536,20.2,989.0,225.71,5814.0,4.523,0.881,1,CONFIRMED,11389771
7.01733571,3.567,255.5,1.61,0.581,15.5,984.0,221.46,6052.0,4.456,0.967,1,CONFIRMED,11599038
6.91134223,5.6743,201.7,1.9,0.259,44.0,1086.0,328.65,5685.0,4.194,1.35,1,CONFIRMED,11193263
394.6249514,24.108,2013.3,7.79,0.336,234.6,325.0,2.65,5910.0,4.03,1.727,1,CONFIRMED,11027624
7.19304935,3.407,255.3,1.59,0.017,19.0,995.0,232.36,6185.0,4.472,0.991,1,CONFIRMED,11032227
86.64764448,4.2326,7311.6,9.4,0.0,241.9,419.0,7.28,5522.0,4.323,1.12,1,CONFIRMED,8751933
36.33750453,7.06,2828.4,5.3,0.825,96.8,513.0,16.36,5717.0,4.538,0.884,1,CONFIRMED,8630788
14.64613058,5.688,593.5,2.22,0.561,30.0,694.0,54.95,5717.0,4.538,0.884,1,CONFIRMED,8630788
148.272013,4.192,1707.4,4.3,0.883,21.8,321.0,2.51,5717.0,4.538,0.884,1,CONFIRMED,8630788
1.506507172,4.5346,880.9,13.4,1.226,86.7,801.0,97.56,3755.0,4.774,0.473,0,FALSE POSITIVE,8823426
1.634614356,3.4422,19761.5,44.22,1.229,376.5,1611.0,1597.73,6121.0,4.468,0.97,0,FALSE POSITIVE,4070376
16.025018977,3.8828,29090.0,1069.01,13.239,257.8,657.0,44.01,5776.0,4.582,0.789,0,FALSE POSITIVE,4078157
10.50682978,3.7769,13355.5,9.01,0.407,343.4,668.0,47.21,5127.0,4.589,0.782,1,CONFIRMED,4164994
0.711966971,2.0221,6227.5,33.34,1.268,392.2,1855.0,2808.98,5486.0,4.47,0.83,0,FALSE POSITIVE,4480676
17.72724392,4.1073,16878.0,14.77,0.825,109.7,741.0,71.06,6181.0,4.464,1.006,0,FALSE POSITIVE,4079535
321.2124365,4.012,2358.6,7.25,0.873,81.7,310.0,2.17,6018.0,4.257,1.286,1,CONFIRMED,6766634
7.13895376,4.568,254.2,49.96,1.199,32.9,1622.0,1635.0,7131.0,3.913,2.145,0,FALSE POSITIVE,6774826
4.4645454,2.8823,194.3,3.07,0.808,37.6,1601.0,1555.36,6093.0,3.91,1.985,0,FALSE POSITIVE,5652237
11.29689442,4.623,198.5,1.74,0.634,20.9,907.0,160.18,6096.0,4.358,1.176,1,CONFIRMED,7211469
19.30112039,6.0752,232.3,1.66,0.862,45.0,669.0,47.49,5687.0,4.408,0.943,0,FALSE POSITIVE,7375795
1.20320092,1.9197,2807.1,49.25,1.274,250.8,2124.0,4809.16,6218.0,4.198,1.349,0,FALSE POSITIVE,7255336
5.968724048,3.651,510.6,3.26,0.166,107.1,1251.0,579.9,6122.0,4.173,1.439,1,CONFIRMED,7831264
10.980246199,3.74464,50078.0,21.94,0.733,1555.4,821.0,107.47,5952.0,4.462,0.897,0,FALSE POSITIVE,7802136
2.144632238,6.2701,19836.9,59.19,1.228,334.8,1736.0,2146.82,6296.0,4.24,1.305,1,CONFIRMED,7532973
27.32204488,5.6716,77474.5,21.58,0.257,3622.7,531.0,18.81,5620.0,4.592,0.772,0,FALSE POSITIVE,9632895
1.152216965,2.2245,12072.0,187.73,0.811,104.5,5283.0,183811.71,5560.0,2.619,15.113,0,FALSE POSITIVE,7449844
5.2972293,3.799,1210.5,47.7,0.022,31.8,2867.0,15961.1,4631.0,2.386,14.296,0,FALSE POSITIVE,8766222
133.460999,11.4997,5032.9,11.21,0.249,162.3,433.0,8.29,5588.0,4.047,1.593,1,CONFIRMED,8678594
5.188563677,2.3683,358.7,1.0,0.179,56.4,586.0,27.95,3980.0,4.722,0.54,1,CONFIRMED,10925104
15.19423359,3.106,367.8,3.69,0.906,18.1,893.0,150.25,5588.0,4.047,1.593,1,CONFIRMED,8678594
14.17098745,3.4804,3070.8,4.19,0.041,93.6,608.0,32.22,5107.0,4.565,0.777,0,FALSE POSITIVE,8703884
31.9734169,13.262,1414.4,24.1,1.24,62.5,442.0,9.01,4931.0,4.595,0.774,0,FALSE POSITIVE,8560840
3.990105908,2.4108,6154.9,7.45,0.582,247.8,1124.0,378.53,5926.0,4.519,0.913,1,CONFIRMED,4076098
0.52205862,2.0847,1381.3,27.16,1.24,169.0,2022.0,3951.57,5359.0,4.478,0.878,0,FALSE POSITIVE,4551328
10.035381809,3.4062,2829.7,4.42,0.079,150.9,786.0,90.33,5813.0,4.561,0.833,1,CONFIRMED,4282872
53.100942624,2.2868,19981.1,24.02,0.988,1108.5,464.0,10.93,5465.0,4.396,0.973,0,FALSE POSITIVE,4639868
5.80181368,4.119,269.6,4.52,0.967,35.3,1491.0,1168.82,6020.0,3.86,2.097,0,FALSE POSITIVE,10555375
15.6402515,6.222,800.3,18.11,1.167,19.3,640.0,39.55,5346.0,4.491,0.826,0,FALSE POSITIVE,4372768
0.691666384,1.9603,35.6,0.58,0.552,20.8,2031.0,4014.57,5687.0,4.408,0.943,0,FALSE POSITIVE,7375795
5.62154315,2.4143,172.3,1.37,0.742,35.3,992.0,229.04,5637.0,4.439,0.96,1,CONFIRMED,7211221
1.074106954,1.9797,64.5,0.52,0.122,48.5,1255.0,588.96,4699.0,4.637,0.676,0,FALSE POSITIVE,7025526
5.117401517,4.3056,62929.0,28.41,0.683,456.6,1130.0,385.51,6161.0,4.454,1.053,0,FALSE POSITIVE,9451127
4.20233673,3.6973,45982.0,23.53,0.004,258.8,1246.0,570.87,6185.0,4.396,1.094,0,FALSE POSITIVE,9446824
8.50698069,2.938,295.5,1.9,0.816,20.7,900.0,155.42,5822.0,4.428,0.986,1,CONFIRMED,11356260
15.60865244,6.26,311.4,6.17,0.985,46.9,1419.0,958.55,8014.0,3.94,2.43,0,FALSE POSITIVE,11044770
0.669310092,1.6274,131.8,1.13,0.157,75.3,1983.0,3643.96,5475.0,4.426,1.003,1,CONFIRMED,11600889
4.494498254,1.9742,248.2,62.11,1.149,39.3,1667.0,1824.84,5117.0,3.578,3.403,0,FALSE POSITIVE,11197126
44.9306706,6.539,438.4,2.49,0.481,33.8,565.0,24.17,6121.0,4.397,1.164,1,CONFIRMED,11043167
14.13175309,4.0136,1033.0,3.02,0.848,40.1,675.0,49.18,5616.0,4.564,0.822,1,CONFIRMED,8612847
1.061934816,3.2551,437.2,25.72,1.25,74.5,1660.0,1789.63,5730.0,4.545,0.87,0,FALSE POSITIVE,8552583
11.41926141,3.9908,915.6,1.48,0.242,58.0,419.0,7.32,3823.0,4.765,0.492,1,CONFIRMED,8547140
5.93821065,2.5128,522.5,61.63,1.646,33.6,996.0,231.93,6123.0,4.545,0.85,0,FALSE POSITIVE,8519253
0.655001616,1.8136,271.2,31.77,1.121,104.5,3162.0,23595.49,6426.0,3.965,2.089,0,FALSE POSITIVE,8757910
33.1996355,5.022,1112.5,2.85,0.017,32.6,485.0,13.09,5102.0,4.463,0.88,1,CONFIRMED,4072526
8.65306587,4.486,1048.1,19.78,1.222,43.0,633.0,37.94,4641.0,4.589,0.694,0,FALSE POSITIVE,4150539
19.30581662,4.2902,709.1,4.0,0.001,36.3,815.0,104.41,5661.0,4.09,1.522,1,CONFIRMED,4455231
3.221785738,3.3411,46379.0,25.03,0.777,336.4,1357.0,800.37,6250.0,4.411,1.041,0,FALSE POSITIVE,8953257
0.6243875,1.92102,36854.7,29.45,1.157,628.3,1639.0,1693.36,5211.0,4.644,0.618,0,FALSE POSITIVE,8971432
18.610092584,4.98308,50833.5,55.23,1.258,1309.3,686.0,52.24,6077.0,4.526,0.891,0,FALSE POSITIVE,9278553
13.22175358,2.7884,876.5,2.38,0.451,93.6,640.0,39.56,5211.0,4.556,0.799,1,CONFIRMED,9527915
1.137525054,2.68228,18006.1,42.74,1.238,633.1,1746.0,2197.52,5912.0,4.467,0.937,0,FALSE POSITIVE,9143254
23.799939273,5.02319,60186.4,51.74,1.137,2065.8,637.0,38.92,5934.0,4.473,0.957,0,FALSE POSITIVE,8949247
7.16893064,4.6766,112.8,1.61,0.573,36.3,1187.0,469.56,6221.0,4.198,1.458,1,CONFIRMED,11336883
